Resumen generado por la IA,País,Entidad,Og_Resumida,Base URL,Categoría,Disciplina,Disciplina Limpia,Inscripcion,Monto,Moneda,Monto_USD,Inscripcion_USD_web
Convocatoria | Convocatoria Pabellón de Chile en la 61ª Bienal Internacional de Arte de Venecia,Chile,"Ministerio de las Culturas, las Artes y el Patrimonio de Chile","Convocatoria nacional para seleccionar el proyecto curatorial que representará a Chile en la 61ª Exposición Internacional de Arte – La Biennale di Venezia, que se desarrollará entre el 9 de mayo y el 22 de noviembre de 2026 en Venecia, Italia. El título y temática general de la Bienal es: In Minor Keys (“En Tonos Menores») de la fallecida curadora Koyo Kouoh. La convocatoria está dirigida a curadores, artistas y gestores culturales de Chile con experiencia en proyectos de gran escala.
El proceso de selección consta de dos etapas: una de preselección y otra de selección.",https://www.fondosdecultura.cl/convocatoria-pabellon-de-chile-en-la-61a-bienal-internacional-de-arte-de-venecia/,Convocatoria,Visuales,Visuales,Sin cargo,,CLP,,
Convocatoria | Convocatoria para exhibiciones e intervenciones artísticas Galería Gabriela Mistral 2026,Chile,Galería Gabriela Mistral,"Dirigido a artistas, curadores/as y gestores/as con nacionalidad chilena o extranjeros con residencia definitiva en Chile y que cuenten con al menos 5 años de experiencia. Disciplinas: artes visuales contemporáneas (exhibiciones, intervenciones, performance, arte relacional). Se podrá adjudicar a cada proyecto hasta un máximo de $15.000.000. No está abierta para artistas de Latinoamérica sin residencia definitiva en Chile.",https://www.fondosdecultura.cl/convocatoria-galeria-gabriela-mistral-2026/,Convocatoria,Visuales,Visuales,Sin cargo,15000000.0,CLP,16500.0,
Convocatoria | Programa Más Allá de Guanajuato (MAG),México,Secretaría de Cultura del Gobierno de México,"Se convoca a casas de cultura, museos, universidades, centros educativos, ayuntamientos, instituciones públicas y privadas en materia cultural de México a participar como colaboradores en el programa Más Allá de Guanajuato (MAG) de la edición 53 del Festival Internacional Cervantino (FIC), el cual busca difundir su programación a nivel nacional con la finalidad de que un mayor número de personas puedan disfrutar de las presentaciones de los artistas nacionales e internacionales, quienes, año con año, nos deleitan con su talento durante el festival. No está abierta para artistas de Latinoamérica, solo para instituciones dentro de México.",https://convocatorias.cultura.gob.mx/vigentes/detalle/3931/mas-alla-de-guanajuato,Convocatoria,"Escénicas, Otras, Instituciones",Escénicas,Sin cargo,,MXN,,
Fondos | PECDA Nayarit 2025,México,Secretaría de Cultura del Gobierno de México,"Dirigido a artistas, creadores y colectivos residentes en Nayarit, México. Disciplinas: artes visuales, danza, literatura, medios audiovisuales, música, patrimonio cultural y teatro. No está abierto a artistas de Latinoamérica, solo a residentes de Nayarit. 
Se destinará un presupuesto total de $2,446,000.00 pesos mexicanos para otorgar 49 apoyos, con montos individuales que varían desde un mínimo de $31,000.00 hasta un máximo de $100,000.00 pesos mexicanos.",https://convocatorias.cultura.gob.mx/vigentes/detalle/3935/pecda-nayarit-2025,Fondos,Multidisciplinar,Otras,Sin cargo,244600000.0,MXN,13942200.0,
Fondos | PECDA Baja California Sur 2025,México,Secretaría de Cultura del Gobierno de México,"Dirigido a artistas, intérpretes, colectivos y grupos de Baja California Sur, México. Disciplinas: artes plásticas, danza, literatura, medios audiovisuales y alternativos, música y teatro. Otorga hasta 80,000 pesos por beca; solo para residentes y creadores vinculados al estado, no abierto a artistas de Latinoamérica en general.",https://convocatorias.cultura.gob.mx/vigentes/detalle/3934/pecda-baja-california-sur-2025,Fondos,Multidiciplinar,Otras,Sin cargo,80000.0,MXN,4560.0,
Fondos | PECDA Quintana Roo 2025,México,Secretaría de Cultura del Gobierno de México,"Dirigido a artistas originarios o residentes en Quintana Roo; no requiere pago; disciplinas: artes visuales, literatura, danza, música, teatro, medios audiovisuales y tradiciones populares; los apoyos económicos van de $30,000 a $80,000 MXN según categoría; no está abierta a artistas de otros países de Latinoamérica.",https://convocatorias.cultura.gob.mx/vigentes/detalle/3933/pecda-quintana-roo-2025,Fondos,Multidisciplinar,Otras,Sin cargo,30000.0,MXN,1710.0,
Fondos | PECDA Sinaloa 2025,México,Secretaría de Cultura del Gobierno de México,"Dirigido a artistas y creadores originarios o residentes en Sinaloa; no requiere pago para participar. Las disciplinas involucradas son artes plásticas, danza, letras, medios audiovisuales y alternativos, música, teatro y tradición oral. En esta emisión se ofrecen 51 estímulos económicos, con una bolsa total de $ 3,610,000.00. La oportunidad no está abierta para artistas de otros países de Latinoamérica.",https://convocatorias.cultura.gob.mx/vigentes/detalle/3932/pecda-sinaloa-2025,Fondos,Multidisciplinar,Otras,Sin cargo,361000000.0,MXN,20577000.0,
Residencia | Curators’ Agenda (C’A) Program Vienna 2025,Austria,DAS WEISSE HAUS,"Programa de residencia para curadores que tendrá lugar en Viena, Austria, del 9 de septiembre al 9 de noviembre de 2025. Se busca hasta diez curadores emergentes de todo el mundo interesados en desarrollar sus competencias y establecer conexiones con la escena artística contemporánea vienesa. La inscripción tiene un costo no reembolsable de 50 EUR, el cual debe ser pagado antes del 1 de julio de 2025. Si eres seleccionado, deberás abonar una tarifa de participación en el programa de 1200 EUR antes del 8 de julio de 2025, la cual cubre entradas a eventos, talleres, conferencias, visitas y costos de producción de la exposición final.",https://dasweissehaus.at/en/exhibition/open-call-for-curators-curators-agenda-vienna-2025/,Residencia,"Otras, Curaduría",Otras,Pago,50.0,EUR,54.0,
Convocatoria | Escuela del Conocimiento Común 2025,España,Museo Reina Sofía and MACBA Museu d’Art Contemporani de Barcelona,"Dirigido a participantes internacionales interesados en una metodología de coaprendizaje y reflexión crítica. El objeto del programa, de carácter transdisciplinar, es explorar las controvertidas nociones de enraizamiento y desarraigo en el contexto de las complejidades actuales (coloniales, migratorias, situadas y ecológicas), basándose en el poder del lenguaje para moldear la comprensión del arte y la sociedad. Se buscan reflexiones sobre la pertenencia, las rutas coloniales, los legados tóxicos y las genealogías emancipadoras. El programa se realizará del 11 al 16 de noviembre de 2025 en Madrid y Barcelona, ofreciendo visitas a iniciativas, interacciones con exposiciones, una conferencia magistral y sesiones de lectura/debate. Los participantes deberán enviar una carta de motivación y biografía antes del 27 de junio de 2025 y realizar una contribución de 300 EUR para cubrir parte de los gastos.",https://internationaleonline.org/activities/open-call-school-of-common-knowledge-2025/,Convocatoria,"Otras, Curaduría, Investigación",Otras,Pago,300.0,EUR,324.0,
Premio | IV Bienal de Pintura Mª Isabel Comenge 2025,España,Fundación Juan José Castellano Comenge,"Dirigida a artistas nacidos o residentes en la Comunidad Valenciana, que presenten una única obra pictórica realizada después de 2022, sin requerir pago de inscripción. Solo se admite pintura, el primer premio es de 15.000 euros y el segundo de 7.000 euros. No está  abierta a artistas de Latinoamérica, excepto que residan en Valencia.",https://fundacionjjcc.com/,Premio,"Visuales, Pintura",Visuales,Sin cargo,15000.0,EUR,16.200.000.000.000.000,
Convocatoria | Patio Talento FLORA 2025 – Instalación Floral,España,Festival Flora,"Dirigido a artistas o colectivos de cualquier país que nunca hayan creado una gran instalación floral.  El ganador tendrá la oportunidad de crear una instalación que competirá con las obras de artistas florales de renombre mundial por un primer premio de 25.000 euros o un segundo premio de 10.000 euros. FLORA es un certamen internacional sobre arte floral contemporáneo que sucede durante el mes de octubre en Córdoba, España.",https://festivalflora.com/convocatoria/convocatoria-patio-talento-flora-2025-2/,Convocatoria,"Visuales, Instalación",Visuales,Sin cargo,25000.0,EUR,27000.0,
Convocatoria | 35º Festival Internacional Message to Man,Rusia,Festival Internacional Message to Man,"Dirigido a cineastas de todo el mundo a participar en sus competiciones internacional, nacional y experimental ""In Silico"". El festival busca largometrajes documentales, cortometrajes documentales, de ficción, animación y experimentales, terminados después del 1 de enero de 2024. La inscripción es gratuita para las competencias nacional y experimental ""In Silico"", pero la competencia internacional tiene un costo de entre 7 y 20 euros, dependiendo del formato y duración de la película. Los participantes compiten por el Gran Premio del Festival. El Festival se celebrará del 17 al 25 de octubre de 2025 en San Petersburgo, Rusia.",http://message2man.com/en/,Convocatoria,"Cine, Documental, Largometraje, Cortometraje",Cine,Pago,20.0,EUR,21.6,0.0
"Convocatoria | XXVII Certamen Internacional de Cortos ""Ciudad de Soria""",España,"Certamen Internacional de Cortos ""Ciudad de Soria"" ","La convocatoria internacional está dirigida a cortometrajes de producción extranjera, con una duración máxima de 30 minutos, y acepta todos los géneros (ficción, animación, documental, experimental) y temáticas, siempre que hayan sido finalizados a partir del 1 de enero de 2024. La inscripción se realiza a través de Festhome, con una tasa que varía según la fecha. Las películas deben presentarse con subtítulos en español. El festival ofrece premios monetarios y trofeos en diversas categorías, incluyendo Mejor Cortometraje Internacional de Ficción (€1000), Animación (€500) y Documental (€500), además de otros premios otorgados por distintos jurados. La organización cubre gastos de alojamiento, desayuno y una comida (hasta tres noches) para dos personas de cada cortometraje internacional seleccionado a concurso, siempre que el director no resida en España. Los artistas latinoamericanos pueden participar.El SOIFF 2025 se realizará en Soria, España, del 7 al 16 de noviembre de 2025.",http://www.certamendecortossoria.org,Convocatoria,"Cine, Cortometraje, Ficción, Documental, Animación",Cine,Sin cargo,500.0,EUR,540.0,0.0
Premio | 13º edición del Premio ARTEI 2025,Argentina,ARTEI - Asociación Argentina del Teatro Independiente,"Se convoca a salas de teatro independiente argentinas (miembros de ARTEI) y sus grupos asociados. Se pueden presentar hasta dos proyectos teatrales inéditos por sala (teatro, infantil, danza, musical u objetos), diseñados para el espacio específico de la sala. Se otorgarán seis premios de $1.600.000 ARS cada uno, distribuidos entre el grupo ($1.120.000) y la sala ($480.000). Adicionalmente, la Fundación SAGAI aportará $200.000 a cada cooperativa ganadora y ARGENTORES un incentivo a los autores argentinos. Las obras premiadas deberán estrenarse dentro de los siete meses posteriores al 25 de agosto de 2025 y realizar al menos ocho funciones.",https://artei.com.ar/artei/premio-artei/,Premio,Escénicas,Escénicas,Sin cargo,1600000.0,ARS,1760.0,
Premio | 48.ª edición del Premio SM de Literatura Juvenil Gran Angular 2026,España,Fundación SM,"Dirigido a escritores mayores de edad, de cualquier nacionalidad, a presentar novelas originales e inéditas en castellano, con una extensión de 80 a 300 páginas. Las obras deben enviarse físicamente (tres copias encuadernadas) y en formato digital (USB/pendrive), firmadas con seudónimo, e incluyendo un sobre cerrado con la información personal del autor y una declaración jurada de originalidad y cesión de derechos. El premio único consiste en 35.000 euros brutos y la publicación de la obra por parte de SM.",https://es.literaturasm.com/premios-sm,Premio,"Literatura, Juvenil",Literatura,Sin cargo,35000.0,EUR,37800.0,
Premio | III Edición KBr Photo Award 2025,España,Fundación MAPFRE,"Dirigido a fotógrafos mayores de edad, nacionales e internacionales, con trayectoria demostrada (al menos una exposición individual o publicación), a presentar proyectos fotográficos nuevos o en curso que sean inéditos. Se valorarán especialmente las propuestas en la tradición de la fotografía documental. El proyecto ganador recibirá 25.000 euros brutos para su realización en un plazo de 10 meses, una exposición individual en el KBr Barcelona Photo Center en febrero de 2027 y en las Salas de Fundación MAPFRE en Madrid en mayo de 2027, además de la publicación de un catálogo. ",https://kbr.fundacionmapfre.org/kbr-photo-award/,Premio,"Visuales, Fotografía",Visuales,Sin cargo,25000.0,EUR,27000.0,
Fondos | Ayuda a la especialización y el perfeccionamiento artístico y técnico,Múltiples Países,Ibermúsicas,"Destinada dirigido a profesionales de la industria musical (instrumentistas, cantantes, compositores, técnicos, luthiers, etc.) de Brasil, Chile, Colombia, Costa Rica, Cuba, España, México, Panamá, Paraguay, Perú, Portugal y Uruguay. Los proyectos, con una duración de uno a seis meses entre enero y diciembre de 2026, deben ser inéditos, incluyendo un detallado programa de estudio y una carta de invitación oficial de la institución o maestro anfitrión. El apoyo máximo es de USD 1.000 (o €1.000 para España y Portugal) por mes, cubriendo pasajes, manutención, material de estudio y honorarios. ",https://www.ibermusicas.org/index.php/convocatorias/,Fondos,Música,Música,Sin cargo,1000.0,EUR,1080.0,
Fondos | Concurso de largometraje de grandes audiencias,Argentina,INCAA,"Dirigido a productores argentinos, mayores de 18 años, que hayan alcanzado grandes audiencias (más de 75.000 espectadores en los últimos 10 años) a presentar proyectos de largometrajes de ficción inéditos y originales antes del inicio de rodaje, sin haber recibido fondos previos del INCAA para su producción. Se seleccionarán dos proyectos ganadores, cada uno con un premio de US$500.000 (pagaderos en pesos al tipo de cambio oficial). No está abierto a artistas de otros países latinoamericanos.",https://www.incaa.gob.ar,Fondos,"Cine, Largometraje, Ficción",Cine,Sin cargo,500000.0,ARS,550.0,500000.0
Premio | Premio Ibermúsicas de composición de obra para Banda Sinfónica,Múltiples Países,Ibermúsicas,"Dirigido a compositores de Iberoamérica (Brasil, Chile, Colombia, Costa Rica, Cuba, Ecuador, España, México, Panamá, Paraguay, Perú, Portugal y Venezuela) a participar en un concurso de creación de obras inéditas para Banda Sinfónica. Las obras seleccionadas, una por cada país participante, recibirán USD 2.500 (o €2.500) y serán estrenadas por destacadas bandas sinfónicas de Colombia, Costa Rica, Cuba, México y Venezuela durante la temporada 2026. Las composiciones deben durar entre 12 y 18 minutos, ser originales y adecuarse a un formato de banda sinfónica que permita su fácil ejecución.",https://www.ibermusicas.org/wp-content/uploads/2020/04/9-Ibermusicas-Premio-de-composicion-de-obra-para-banda-sinfonica-2025.pdf,Premio,"Música, Composición",Música,Sin cargo,2500.0,EUR,2700.0,
Premio | Premio ArtexArte 2025,Argentina,ArtexArte,"Dirigido a artistas argentinos y extranjeros con residencia legal en el país, mayores de 18 años (individuales o grupales), a participar en su única categoría de Fotografía con tema libre y cualquier procedimiento, sin obras premiadas o seleccionadas previamente en otros certámenes. Se seleccionarán 20 obras para la exhibición, y cada artista o colectivo seleccionado recibirá $110.000 pesos argentinos. Se otorgarán dos premios adquisición: un 1º Premio de $3.200.000 y un 2º Premio de $2.200.000. Las obras seleccionadas serán expuestas en ArtexArte del 19 de noviembre al 20 de diciembre de 2025.",https://artexarte.com.ar/premio-artexarte-2025/,Premio,"Visuales, Fotografía",Visuales,Sin cargo,110000.0,ARS,121.0,
"Premio | 3er Concurso de Foto de Calle, Conexión Calle 2025",México,colectivo La Estrit,"Abierto a fotógrafos callejeros mexicanos (residentes o no, con fotos de cualquier lugar) y extranjeros (residentes o no, con fotos tomadas solo en México), mayores de 18 años. La participación tiene un costo que varía según la categoría y cantidad de fotos. Se elegirá un ganador, una mención honorífica y 20 finalistas por categoría, quienes compartirán un premio económico y sus obras serán parte de dos exposiciones colectivas en una galería o museo por confirmar.",https://www.instagram.com/la_estrit,Premio,"Visuales, Fotografía",Visuales,Pago,,MXN,,500.0
Premio | NY Product Design Awards 2025 - Season 2,EEUU,NY Product Design Awards,"Dirigido a diseñadores profesionales, novatos y aficionados mayores de 18 años de cualquier parte del mundo, incluyendo Latinoamérica. Requiere pago para participar, con una tarifa administrativa anual de $30 USD y un costo por inscripción que varía desde $209 USD según la fecha. Disciplinas: diseño de producto en categorías como automotriz, moda, mobiliario, tecnología, entre otras; el premio principal es el reconocimiento, trofeo y difusión internacional, sin estipulación de monto económico para los ganadores.",https://nydesignawards.com/product-design-awards.php,Premio,Diseño,Diseño,Pago,30.0,USD,30.0,
"Convocatoria | Festival Internacional de Documentales de Santiago, FIDOCS 2025",Chile,Festival Internacional de Documentales de Santiago,"Dirigida a directores nacionales y extranjeros a participar con documentales de creación o de autor terminados a partir del 1° de julio de 2024. El festival cuenta con tres secciones competitivas: Nacional (películas chilenas o con residencia en Chile, mínimo 30 min, premiere en Santiago), Internacional (películas de todo el mundo, mínimo 40 min, premiere en Chile) y Nacional de Cortos Emergentes (chilenos o con residencia en Chile, 3 a 30 min, obras académicas o no, premiere chilena). La inscripción tiene un costo según categoria y se realiza digitalmente a través de Filmfreeway. Los premios para las mejores películas en Competencia Nacional e Internacional son de US$ 2.000 cada uno, y para el Mejor Cortometraje Nacional Emergente es de US$ 500.",https://fidocs.cl/,Convocatoria,"Cine, Documental",Cine,Pago,2000.0,CLP,2.2,
Residencia | Phi Immersive: Xr For Impact,Canadá,PHI Studio,"Dirigida a artistas y colectivos internacionales enfocados en el arte inmersivo y XR. Abarca disciplinas como arte digital, nuevas tecnologías y experiencias inmersivas, otorgando 10.000 CAD por proyecto seleccionado y está abierta a artistas de América del Norte: Los candidatos elegibles deben residir en Canadá, Estados Unidos, México, Groenlandia, San Pedro y Miquelón o Bermudas.",https://phi.ca/en/phi-residencies/phi-immersive/,Residencia,"Otras, Arte Inmersivo, XR",Visuales,Sin cargo,10000.0,CAD,7400.0,
Convocatoria | International Symposium For Visual Culture & Exhibition 2025,Corea del Sur,CICA Museum,"Convocatoria abierta a artistas, académicos e investigadores de todo el mundo a participar en un evento global que explora diversas perspectivas sobre la cultura visual. Los participantes seleccionados tendrán la oportunidad de presentar sus trabajos en un simposio en Silver Spring, Maryland (EE. UU.) el 20 de septiembre de 2025, y exhibir hasta dos obras en la exposición ""Cultura Visual 2025"" en el Museo CICA, Corea, del 10 al 28 de septiembre de 2025. Además, sus trabajos serán publicados en el libro ""New Media Art 2026"". Es necesario registrarse al ser aceptado.",https://cicamuseum.com/call-for-submissions-isvc-2025/,Convocatoria,"Visuales, Otras",Visuales,Sin cargo,,,,
Convocatoria | The Happening 2025,Letonia,Balcia Insurance,"Dirigido a entusiastas y profesionales de la fotografía de todo el mundo, sin límite de edad, a capturar la esencia de Letonia y los letones desde una perspectiva única. Se pueden enviar imágenes individuales y proyectos fotográficos. Los ganadores recibirán la entrada a ""Visión y Voces 2025"", una cámara profesional, 500 € en efectivo y un taller con un miembro del jurado.",https://site.picter.com/the-happening-2025,Convocatoria,"Visuales, Fotografía",Visuales,Sin cargo,500.0,EUR,540.0,
Convocatoria | Bodyspaces – Canvas International Art Fair 2025,Reino Unido,ITSLIQUID Group,"Dirigido a artistas de todo el mundo a exponer sus obras en Londres, del 5 al 18 de septiembre de 2025. El tema central es la relación entre el cuerpo y el espacio, y se aceptan diversas disciplinas como pintura, escultura, fotografía, instalación, videoarte y performance. Esta es una oportunidad para que artistas consolidados y emergentes conecten con una red internacional de profesionales y amantes del arte. La convocatoria no especifica costo de participación",https://www.itsliquid.com/call-bodyspaces-london-2025.html,Convocatoria,Visuales,Visuales,Sin cargo,,GBP,,
Beca | Beca de Archivos Arraigados y Relacionales,EEUU,Centro de Estudios Puertorriqueños del Hunter College,"Dirigida a archivistas en los inicios de su carrera (estudiantes de posgrado avanzados o recién graduados con experiencia en archivos o colecciones especiales) que busquen experiencia práctica en archivos de estudios étnicos, especialmente con colecciones puertorriqueñas. Los becarios trabajarán 20 horas semanales desarrollando un proyecto de archivo digital y participando en actividades diarias, y recibirán una beca de $20,000 pagada en cuatro plazos, además de mentoría, apoyo para desarrollo profesional y oportunidades para presentar su trabajo en congresos.",https://centropr.hunter.cuny.edu/opportunities/centro-rooted-relational-archives-fellowship/,Beca,"Otras, Archivo, Investigación, Biblioteca",Otras,Sin cargo,20000.0,USD,20000.0,
Premio | Concurso de Fotografía SUGi x NAVA 2025,EEUU,SUGi y NAVA Contemporary,"Dirigido a fotógrafos de todos los niveles y de cualquier parte del mundo a enviar sus trabajos de forma gratuita. El tema central es la conexión con la naturaleza y las actitudes de recuperación, y se pueden presentar fotografías en diversas categorías como Personas y Naturaleza, Vida Silvestre Urbana, Clima, Conceptual, Paisaje, Nueva Naturaleza, Vida Oculta y Moda. Los participantes tienen la oportunidad de ganar premios en efectivo que van desde los $250 hasta los $4000.",https://site.picter.com/sugi-nava-photo-contest-2025,Premio,"Visuales, Fotografía",Visuales,Sin cargo,250.0,USD,250.0,
Residencia | RAi Residency 2025,Emiratos Árabes Unidos,"Rizq Art Initiative, Internacional","Dirigido a artistas, curadores y teóricos emergentes de 25 a 40 años en artes visuales (incluyendo arte digital, tradicional, nuevos medios y video). Un programa de 12 semanas en Abu Dhabi dirigido a 3 artistas y 1 curador/teórico por ciclo, con el objetivo de fomentar el desarrollo de su práctica, la creación de redes y la expansión de sus conocimientos a través de colaboraciones. La residencia ofrece estudio comunitario 24/7, habitación individual con baño privado en apartamento compartido, estudios abiertos, críticas con curadores, cobertura de costos de visa y vuelos, un estipendio semanal de AED 800 y un presupuesto de hasta AED 2000 para materiales. Además, incluye apoyo administrativo y curatorial, una página web dedicada para cada residente, y excursiones culturales y de exploración. ",https://www.rizqart.com/programmes/residencies-/,Residencia,"Visuales, Curaduría, Investigación",Visuales,Sin cargo,,,,
Convocatoria | Projects: Compass Festival 2026,Reino Unido,"Compass Festival, Leeds","Dirigido a a artistas nacionales e internacionales para proyectos de arte público que exploren personas, lugar y participación, desafiando los espacios tradicionales del arte. Buscan obras originales que conecten con las comunidades de Leeds, se desarrollen en el entorno cotidiano y fomenten la interacción. Los proyectos seleccionados recibirán entre £5.000 y £10.000 en apoyo financiero, además de asistencia en producción, marketing y comunicaciones. Se aceptan postulaciones de artistas mayores de 18 años, con especial fomento a voces subrepresentadas.",https://compassliveart.org.uk/open-call-for-projects-compass-festival-2026/,Convocatoria,"Multidisciplinar, ",Otras,Sin cargo,5000.0,GBP,6250.0,
Convocatoria | TERANG 2025 — Projection Mapping Competition,Malasia,TERANG 2025 - Festival de George Town 2025,"Dirigido a estudiantes de todas las nacionalidades especializados en ""projection mapping"" (mapeo de proyección) a enviar ideas y propuestas para una pieza de mapping con proyección. El objetivo es reinterpretar la fachada del Ayuntamiento de George Town, Penang, Malasia, bajo el tema ""Rojak"", que celebra la hibridez y diversidad cultural. No hay costo de inscripción. Los finalistas verán sus obras proyectadas del 2 al 10 de agosto de 2025, y se otorgarán premios monetarios por un total de RM30,000, con un Gran Premio de RM15,000. Artistas latinoamericanos pueden participar.",https://docs.google.com/forms/d/e/1FAIpQLSeFMpAiqD7Eq4MSDHlVHKyCbaznjmhtjRht-aciSzi3uo4IlA/viewform,Convocatoria,"Cine, Diseño, Mapping",Cine,Sin cargo,,,,
Residencia | Site Specific 2025,España,AADK España,"Dirigida a artistas y colectivos de cualquier nacionalidad a presentar solicitudes para la residencia «Site-Specific», comisariada por la Dra. Raegan Truax, centrada en prácticas artísticas basadas en el territorio, ecológicas y temporales. Abarca artes visuales, sonoras, performativas y prácticas interdisciplinarias, y está abierta a artistas de Latinoamérica. Periodo de residencia: 1 o 2 meses entre agosto y septiembre de 2025. El costo es de entre €1350 y €1700, dependiendo de la solicitud.",https://aadk.es/calendario-de-convocatorias/?lang=en,Residencia,"Visuales, Arte Sonoro, Performance, Interdisciplinaria",Escénicas,Pago,,EUR,,
Residencia | Long Term Residency - Producción,Brasil,Uberbau_house,"Residencias de producción de larga duración en São Paulo, Brasil, con el objetivo de fomentar el diálogo, investigación y materialización de arte contemporáneo. Dirigida a artistas de todas las disciplinas, los periodos de residencia son de dos meses entre octubre de 2025 y noviembre de 2026. La cuota de participación es de US$2,800 por dos meses, con descuentos por pago anticipado.  La convocatoria está abierta a artistas de Latinoamérica.",https://www.uberbau-house.org/long-term-residencies/long-term-residencies-produccion/,Residencia,Visuales,Visuales,Sin cargo,2800.0,BRL,560.0,2800.0
Residencia | Residencia Joya: arte + ecología Sep/Oct/Nov 2025,España,Joya AiR,"Residencia interdisciplinaria y climáticamente positiva en el Parque Natural Sierra María-Los Vélez, Almería, España. Ofrece espacio y tiempo para la creación artística y la reflexión sobre la ecología y la sostenibilidad. Abierta a diversas disciplinas, incluye alojamiento privado, estudio individual, comidas caseras y transporte local. La convocatoria está abierta para residencias de 1 a 2 semanas entre el 1 de septiembre y el 30 de noviembre de 2025, con un costo de 400 € semanales + impuestos.",https://joya-air.org/apply,Residencia,Multidisciplinar,Otras,Sin cargo,400.0,EUR,432.0,
Premio | Premios de Artes de la Visualidad 2025,Chile,"Ministerio de las Culturas, las Artes y el Patrimonio de Chile","El concurso consta de tres reconocimientos: el Premio ""Carmen Waugh, a la trayectoria en Artes Visuales"" ($7.000.000 CLP) y el Premio ""Antonio Quintana, a la trayectoria en Fotografía"" ($7.000.000 CLP), ambos para personas o entidades chilenas con más de 10 o 15 años de destacada contribución respectivamente en gestión, curaduría, investigación, formación o difusión. El tercer reconocimiento es el Premio ""Rodrigo Rojas de Negri, al talento joven en Fotografía"" ($3.500.000 CLP), dirigido a nuevos talentos chilenos en fotografía con trabajos innovadores. Todos los premios incluyen un estímulo económico en vida y la promoción de la trayectoria u obra de los galardonados por parte del Ministerio. Las candidaturas deben ser presentadas por un patrocinador. No está abierto para artistas de Latinoamérica en general, solo para quienes posean cédula chilena.",https://www.fondosdecultura.cl/premios-de-artes-de-la-visualidad-2025/,Premio,"Visuales, Curaduría, Fotografía",Visuales,Sin cargo,7000000.0,CLP,21600.00,
Oportunidad | Convocatoria Internacional para el Proceso de Selección de Director(a) General de la Orquesta Sinfónica de San Luis Potosí,México,Secretaría de Cultura - Gobierno del Estado de San Luis Potosí,"Dirigidos a todas las personas profesionales en Dirección de Orquesta nacionales o extranjeras, interesadas en participar en el proceso de selección de Director (a) General de la Orquesta Sinfónica de San Luis Potosí. ",https://convocatorias.cultura.gob.mx/vigentes/detalle/3936/seleccion-director-general-osslp,Oportunidad,"Música, Dirección, Orquesta",Música,Sin cargo,,MXN,,
Premio | Concurso “Elige ser feliz. Por la paz y contra las adicciones”,México,Secretaría de Cultura del Gobierno de México,"Concurso de creación artística y contenidos digitales dirigido a jóvenes de 12 a 29 años de México. Disciplinas: contenido digital (memes, caricaturas, fotografías, videos cortos), cortometraje y canción. Las personas ganadoras serán acreedoras a un curso de especialización o una masterclass con artistas reconocidos en la categoría participante. Solo abierto a residentes en México.",https://convocatorias.cultura.gob.mx/vigentes/detalle/3938/elige-ser-feliz-por-la-paz-y-contra-las-adicciones,Premio,"Otras, Contenido Digital, Cortometraje,Canción ",Música,Sin cargo,,MXN,,
Fondos | PECDA Yucatán 2025,México,Secretaría de Cultura del Gobierno de México,"Este programa está dirigido a personas originarias o residentes de Yucatán, y busca apoyar proyectos individuales e inéditos de ocho meses de duración. Se ofrecen 34 estímulos económicos distribuidos en categorías como Adolescentes Creadores, Jóvenes Creadores A y B, Creadores con Trayectoria, y, por primera vez, Apoyo a Colectivas Artísticas para visibilizar el rol de las mujeres. Las disciplinas incluyen Artes Visuales, Danza, Interdisciplina, Literatura (en español y maya), Medios Audiovisuales y Alternativos, Música y Teatro. Los montos de los estímulos varían entre $33,250.00 y $88,000.00 pesos mexicanos por proyecto.",https://convocatorias.cultura.gob.mx/vigentes/detalle/3937/pecda-yucatan-2025,Fondos,Multidiciplinar,Otras,Sin cargo,3325000.0,MXN,189525.0,
Residencia | Programa de Residencias Dwell Here 2026,Irlanda,IMMA - Irish Museum of Modern Art,"Programa de residencias en 2026 en Dublín, Irlanda. Se ofrecen tres modalidades: residencia de un año (estudio y alojamiento), residencia de estudio de un año (sin alojamiento) y residencia de un mes (estudio compartido y alojamiento). Todas las residencias giran en torno a Asambleas de Investigación semanales (febrero, junio y septiembre de 2026), donde los residentes deben compartir su investigación basada en procesos. Los temas de investigación incluyen ""Tecnologías de Paz"", ""El Paradigma Irlandés"" y ""El Museo como Lugar de Vibración"", invitando a reflexionar sobre conceptos geográficos, históricos, políticos y culturales de Irlanda en un contexto internacional. Dirigidas a profesionales nacionales e internacionales; se recibe solicitudes de diversas disciplinas, como las artes visuales, el diseño, la arquitectura, la curaduría y las humanidades afines.Las residencias son subvencionadas, incluyen alojamiento compartido gratuito en el museo, acceso a un estudio compartido (si es necesario), uso de servicios, estipendio para cubrir gastos, y la cobertura de un viaje de ida y vuelta para residentes internacionales.",https://imma.ie/residency-programme/open-calls/,Residencia,"Visuales, Diseño, Curaduría, Investigación",Diseño,Sin cargo,,,,
