Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Categoría,Created time,Obtener Base URL,Obtener BASE URL?,Base URL,Og_Resumida,Disciplina,Robot Requisitos,Agenda 2030,Estado de la oportunidad,Inscripcion,Disciplina Limpia,Monto,Moneda,Monto_USD,Significativa,Premio_USD,Inscripcion_USD_web,Significativa_400
Premio | III Concurso Internacional de Arte Digital Antonio Gades “Carmen”,Premio | III Concurso Internacional de Arte Digital Antonio Gades “Carmen”,,https://www.recursosculturales.com/concurso-de-arte-digital-antonio-gades/,España,"May 15, 2025",Yes,Fundación Antonio Gades,Premio,"April 26, 2025 10:11 PM",,No,https://antoniogades.com/iii-concurso-de-arte-digital-antonio-gades/,"Dirigido a artistas visuales, mayores de 18 años, a participar en este concurso que cuenta de dos modalidades: modalidad diseño de imagen y modalidad audiovisual (animación). Se les convoca para crear la imagen de la coreografía Carmen y para creación de un audiovisual de animación. Se otorgarán dos premios únicos premios: Mejor diseño gráfico e imagen: 1.000 € y Mejor audiovisual: 1.000 € (importe sujeto a retenciones).","Diseño, Visuales, Animación, Audiovisual",,No,,Sin cargo,Música,1000.0,EUR,1080.0,True,1080.0,,True
Residencia | Writing in Residence 2025 Arquitectura,Residencia |  Writing in Residence 2025 Arquitectura,Destacar,https://www.recursosculturales.com/redaccion-en-residencia/,Italia,"May 14, 2025",Yes,Biennale di Venezia - Biennale College ASAC,Residencia,"April 26, 2025 10:11 PM",,No,https://www.labiennale.org/en/asac/biennale-college-asac-25-architettura,"Dirigida a jóvenes licenciados menores de 30 años de todo el mundo con un excelente conocimiento de la lengua italiana hablada y escrita, investigadores en Arquitectura, para escribir textos críticos que serán recogidos en una publicación de La Biennale di Venezia. La investigación se realizará sobre el terreno: los candidatos seleccionados serán invitados a participar en la 19 Exposición Internacional de Arquitectura. Tema: Inteligente. Natural. Artificial. Colectivo.","Diseño, Arquitectura",,No,,Sin cargo,Diseño,,EUR,,False,,,False
Residencia | Residencias NOA 2025,Residencia | Residencias NOA 2025,,https://www.recursosculturales.com/residencia-quebrada-de-humahuaca/,Argentina,"May 30, 2025",Yes,Cruce de artistas,Residencia,"April 26, 2025 10:12 PM",,No,https://linktr.ee/somoscrucedeartistas,"Residencia y Formación artística en la Quebrada de Humahuaca a realizarse del 29 de agosto a 7 de septiembre de 2025 en Tilcara, Jujuy. Argentina. Coordinado por Andrea Basmagi y Marcos Azulay
Dirigida a artistas nacionales e internacionales de diversas disciplinas y niveles de experiencia que deseen profundizar en sus procesos de producción dentro de un programa de formación y un marco de intercambio.",Multidisciplinar,,No,,Pago,Otras,,ARS,,False,,,False
Premio | Premio de Poesía Antonio González de Lama,Premio | Premio de Poesía Antonio González de Lama,,https://www.recursosculturales.com/premio-de-poesia-gonzalez-de-lama/,España,"June 30, 2025",Yes,Ayuntamiento de León,Premio,"April 26, 2025 10:12 PM",,No,https://bop.dipuleon.es/publica/buscador-anuncios/anuncio/Extracto-de-la-convocatoria-del-premio-de-poesia-Antonio-Gonzalez-de-Lama/,"Pueden participar todas las personas mayores de 18 años, de cualquier nacionalidad, que presenten obras escritas en español y que no hayan ganado el premio en al menos las cinco últimas ediciones. ","Literatura, Poesía",,No,,Sin cargo,Literatura,,EUR,,False,,,False
Convocatoria | Festival de Cortos de Bogotá – Bogoshorts,Convocatoria | Festival de Cortos de Bogotá – Bogoshorts,,https://www.recursosculturales.com/festival-de-cortos-de-bogota-bogoshorts/,Colombia,"August 6, 2025",Yes,Festival de Cortos de Bogotá – Bogoshorts,Convocatoria,"April 26, 2025 10:13 PM",,No,https://festival.bogoshorts.com,"El Festival de Cortos de Bogotá - BOGOSHORTS, que se celebrará del 2 al 9 de diciembre de 2025, está dirigido a realizadores de cortometrajes de todo el mundo, incluyendo Latinoamérica. La inscripción es gratuita para la Competencia Nacional y la Competencia VR, con una tasa de 20 USD para otras categorías. Las disciplinas incluyen ficción, animación, documental, experimental, videoclip y realidad virtual.","Cine, Cortometrajes",,No,,Sin cargo,Cine,20.0,COP,0.0052,False,,,False
Convocatoria | Artists at Risk ‘State of the ART(ist)’ 2025,Convocatoria | Artists at Risk ‘State of the ART(ist)’ 2025,,https://on-the-move.org/news/ars-electronica-artists-risk-state-artist-2025-online-austria,Austria,"May 31, 2025",Yes,Ars Electronica y el Ministerio Federal de Asuntos Europeos e Internacionales de Austria,Convocatoria,"April 26, 2025 10:18 PM",,No,,"Dirigida a artistas, colectivos y organizaciones cuyo trabajo se ve amenazado por conflictos, represión, crisis ambientales o desigualdad social. Busca proyectos que conecten arte y derechos humanos en cualquier formato, incluyendo performances, software social, IA o movimientos de base. Ofrece premios de hasta 6.000 € y la posibilidad de exhibir las obras en el Festival Ars Electronica y en la Kunsthalle virtual.",Multidisciplinar,,Yes,,Sin cargo,Otras,6000.0,EUR,6480.0,True,,,False
Residencia | Summer Valga Architecture Residency 2025 on ‘Material Purgatory’,Residencia | Summer Valga Architecture Residency 2025 on ‘Material Purgatory’,,https://on-the-move.org/news/vares-summer-valga-architecture-residency-2025-material-purgatory-estonia,Estonia,"May 12, 2025",Yes,VARES Valga Architecture Residency,Residencia,"April 26, 2025 10:18 PM",,No,https://vares.space/en/,"Dirigido a investigadores, arquitectos y creadores con experiencia en intervenciones espaciales, instalaciones urbanas o investigación de materiales; pueden postular individuos o grupos. No requiere pago para participar y ofrece estipendio, apoyo para viajes y presupuesto de producción. Disciplinas: arquitectura, arte y prácticas espaciales; está abierta a artistas de Latinoamérica.","Diseño, Arquitectura",,No,,Sin cargo,Diseño,,,,False,,,False
Residencia | La Fabrique des Arts Residency Programme 2025–26,Residencia | La Fabrique des Arts Residency Programme 2025–26,,https://on-the-move.org/news/fondation-fiminco-la-fabrique-des-arts-residency-programme-2025-26-france,Francia,"May 11, 2025",Yes,Fondation Fiminco,Residencia,"April 26, 2025 10:18 PM",,No,https://www.fondationfiminco.com/la-fabrique-artistes.html,"Convocatoria abierta a artistas y artesanos franceses e internacionales que trabajen en los campos de las artes visuales, la artesanía, la danza, la música, el diseño, el cine, la literatura, la investigación, la escritura y el comisariado, sin restricciones de edad, para el programa de residencia en Romainville (Seine-Saint-Denis), en el Gran París. La Fundación Fiminco acogerá a artistas durante 3 a 10 meses, de septiembre de 2025 a julio de 2026. Se asigna a los artistas una beca de producción, cuyo monto varía entre 1250 € y 5000 €, según la duración de la residencia.",Multidisciplinar,,No,,Sin cargo,Otras,250.0,EUR,270.0,False,,,False
Convocatoria | Site-Specific Work for Nuit Blanche 2025,Convocatoria | Site-Specific Work for Nuit Blanche 2025,,https://on-the-move.org/news/delegation-european-union-canada-ocad-university-site-specific-work-nuit-blanche-2025-canada,Canadá,"May 9, 2025",Yes,Delegation of the European Union to Canada / OCAD University,Convocatoria,"April 26, 2025 10:18 PM",,No,https://www.eeas.europa.eu/delegations/canada/call-projection-artists-site-specific-work-canada-malting-silos-nuit-blanche-2025_en?s=220,"Dirigido a artistas que actualmente residen en Canadá o la UE, con conocimientos técnicos sobre el trabajo con modelos 3D y software de mapeo de proyección, para presentar propuestas que responden directamente al tema del Tratado del Agua. Obras de arte digitales, animadas, multimedia, experimentales, de medios mixtos y/o interactivas, originales o reutilizadas, que se pueden mapear y hacer específicas del sitio para el lado este u oeste de los silos de malteado de Canadá.","Visuales, Video, Multimedia, Arte digital",,No,,Sin cargo,Cine,,CAD,,False,,,False
Convocatoria | SPAM New Media Festival,Convocatoria | SPAM New Media Festival,,https://spamnewmediafestival.com/Call-Out,EEUU,"May 16, 2025",Yes,SPAM New Media Festival - Seatle,Convocatoria,"April 26, 2025 10:18 PM",,No,https://spamnewmediafestival.com/Call-Out,"Dirigido a artistas y profesionales que trabajan con arte digital, experimental y nuevas tecnologías; no requiere pago para participar. Disciplinas: instalaciones interactivas, obras inmersivas, video, proyección, audio, música, performance, charlas, talleres y proyecciones. Está abierta a artistas de cualquier país, incluyendo Latinoamérica.","Visuales, Música, Nuevas Tecnologías",,No,,Sin cargo,Música,,USD,,False,,,False
Residencia | ACC Creators Residency 2025,Residencia | ACC Creators Residency 2025,,https://www.artconnect.com/opportunity/J_wvs88S3UHHGgfp4LNxw,Corea del Sur,"April 30, 2025",Yes,ACC - Centro Nacional de Cultura Asiática,Residencia,"April 26, 2025 10:23 PM",,No,https://www.acc.go.kr/en/board/board.do?PID=1001&boardID=NOTICE&action=Read&idx=2448,"Abierto a creadores nacionales e internacionales, incluidos artistas, investigadores e ingenieros, capaces de desarrollar y realizar proyectos basados en el arte y la tecnología. El tema esta año es “La era de la inteligencia”. Dirigido a nuevos proyectos que utilizan tecnologías como IA, VR, MR, XR, audiovisual, robótica, IoT, captura de movimiento, juegos, láser, medios cinéticos, sonido, video, audio espacial y más, basados en el tema de la convocatoria abierta.","Otras, Visuales, Investigación, Nuevas Tecnologías",,No,,Sin cargo,Visuales,,,,False,,,False
Convocatoria | Citofonare PimOff. Programa de residencias de danza contemporánea,Convocatoria | Citofonare PimOff. Programa de residencias de danza contemporánea,,https://www.artconnect.com/opportunity/O5gUYhOO0f63b3yzeFHgf,Italia,"April 30, 2025",Yes,Citofonare PimOff ,Convocatoria,"April 26, 2025 10:24 PM",,No,https://www.pimoff.it/en/citofonare-pimoff,"Dirigida a artistas italianos e internacionales que presenten un proyecto de danza contemporánea en fase de creación y que no haya sido estrenado. Residencia de un máximo de 10 días, de febrero a mayo de 2026, a los artistas seleccionados, ofreciéndoles el uso de la sala de teatro y su equipamiento; apoyo financiero; apoyo organizativo, comunicativo y promocional. Cada residencia finaliza con un momento de encuentro e intercambio entre los artistas y el público.","Escénicas, Danza, Performance",,No,,Sin cargo,Escénicas,,EUR,,False,,,False
Premio | Changes – Hoepfner Fotowettbewerb 2025,Premio | Changes – Hoepfner Fotowettbewerb 2025,,https://www.artconnect.com/opportunity/oOpNzT-5UL4O37lgCEl1C,Alemania,"April 30, 2025",Yes,Fundación Hoepfner ,Premio,"April 26, 2025 10:25 PM",,No,https://fotowettbewerb-hoepfner-stiftung.de/,"Dirigido a fotógrafos (formados), fotógrafos aficionados profesionales, estudiantes/aprendices en el campo de la fotografía/arte y artistas. Tema: Cambios. Premios: Primero de 3.000 euros, Segundo de 2.000 euros, Tercero de 1.000 euros, del 4º - 6º premio 500 euros cada uno, del 7º - 10º premio 250 euros cada uno. Además el premio del público de 500 euros.","Visuales, Fotografía",,No,,Sin cargo,Visuales,3000.0,EUR,3240.0,True,,,False
Convocatoria | Tu Obra en la Artothek / Biblioteca de Arte,Convocatoria | Tu Obra en la Artothek / Biblioteca de Arte,,https://www.artconnect.com/opportunity/NxiqWue-tcmSmNBOV-IRs,Alemania,"April 30, 2025",Yes,Kommunale Galerie Berlin,Convocatoria,"April 26, 2025 10:25 PM",,No,https://www.kommunalegalerie-berlin.de/open-call-artothek-ankauf,"La biblioteca de arte de la Kommunale Galerie Berlin está ampliando su colección y busca nuevas obras de arte para adquirir.
Se invita a artistas profesionales a presentar sus obras. Se buscan obras de arte contemporáneo en los siguientes medios: pintura, gráfica, fotografía, pequeñas esculturas. No se especifica si la convocatoria esta abierta a artistas internacionales.",Visuales,,No,,Sin cargo,Visuales,,EUR,,False,,,False
Premio | Giga Photo Contest 2025: The Joy Of Connection,Premio | Giga Photo Contest 2025: The Joy Of Connection,,https://www.artconnect.com/opportunity/bMXoRGngwaJbz64RYDtSf,Múltiples Países,"April 30, 2025",Yes,Giga: UNICEF y UIT,Premio,"April 26, 2025 10:25 PM",,No,https://gigaphotofestival.global/,"Dirigido a todos los fotógrafos, artistas y jóvenes narradores visuales de cualquier parte del mundo. El tema es “La alegría de la conexión” que celebra la conexión humana y el impacto de la conectividad a internet a través de imágenes. El concurso consta de tres categorías: Imagen única; Narrador visual junior; y Imágenes múltiples. Sin costo de inscripción. Hasta 8.000 USD divididos en varios premios según categorías.","Visuales, Fotografía",,No,,Sin cargo,Visuales,8000.0,USD,8000.0,True,,,False
Beca | Wallis Annenberg Curatorial Fellowship,Beca | Wallis Annenberg Curatorial Fellowship,,https://www.artconnect.com/opportunity/0rEGTmpOcaAhadMx0YCla,EEUU,"April 30, 2025",Yes,Los Angeles County Museum of Art (LACMA),Beca,"April 26, 2025 10:25 PM",,No,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?ccId=19000101_000001&jobId=534203&lang=en_US,"Dirigida a curadores emergentes interesados en artes visuales contemporáneas, no requiere pago para postularse y se enfoca en la curaduría. Beca de dos años en el departamento de Arte Latinoamericano del museo, que brindará formación curatorial general, apoyará la investigación académica sobre la colección permanente y participará en la organización de una exposición itinerante internacional sobre la conexión entre Asia y Latinoamérica en la Edad Moderna.","Otras, Curaduría",,No,,Sin cargo,Otras,,USD,,False,,,False
Convocatoria | Museo Preus 25: Closer,Convocatoria | Museo Preus 25: Closer,,https://www.artconnect.com/opportunity/v8lsTeCuRDOU0VmnkuSEv,Noruega,"April 30, 2025",Yes,Museo Preus - Festival de Fotografía Negativa de Oslo,Convocatoria,"April 26, 2025 10:25 PM",,No,https://preusmuseum.no/en/preus-museum-open-call,"Dirigido a artistas, tanto profesionales como aficionados, de cualquier nacionalidad a participar con proyectos relacionados con lentes, incluyendo fotografía, video e instalaciones. El proyecto ganador obtendrá un premio de 20.000 coronas noruegas, exhibición en el Festival de Fotografía Negativa de Oslo 2025 y financiación para la producción y el viaje a la muestra, con el Museo Preus a cargo de la curaduría.","Visuales, Fotografía, Video, Instalación",,No,,Pago,Cine,,,,False,,,False
Premio | International Prize For Humanist & Environmental Photography,Premio | International Prize For Humanist & Environmental Photography,,https://www.artconnect.com/opportunity/CZj8y9km5rf7nUqoZv2vM,Francia,"April 30, 2025",Yes,CCFD-Terre Solidaire,Premio,"April 26, 2025 10:25 PM",,No,https://ccfd-terresolidaire.org/en/campagne/ccfd-terre-solidaire-photo-award-en/,"Dirigido a fotógrafos de todo el mundo, sin restricción geográfica, incluyendo artistas de Latinoamérica. No requiere pago de inscripción. Disciplina: fotografía enfocada en temáticas humanistas y medioambientales. Tema: Enfrenta al mundo. Se otorgarán tres becas de 10.000 € y el «Premio del Público».","Visuales, Fotografía",,No,,Sin cargo,Visuales,10000.0,EUR,10800.0,True,,,False
Convocatoria | Festival de Ilustración y Cómic LUSTR 2025,Convocatoria | Festival de Ilustración y Cómic LUSTR 2025,,https://www.artconnect.com/opportunity/ScS8lC6wgr_YWjlGPIK9w,República Checa,"April 30, 2025",Yes,Festival de Ilustración y Cómic LUSTR ,Convocatoria,"April 26, 2025 10:26 PM",,No,https://lustrfestival.cz/en,"Dirigida a ilustradores y creadores de cómic, y está abierta a artistas de cualquier país, incluyendo Latinoamérica. La inscripción y participación en la exposición es gratuita. Los propios expositores pagan la instalación y los costes asociados. El tendrá lugar del 19 al 28 de septiembre. 9. 2025 en el mercado de Holešovice, Praga.","Visuales, Ilustración, Cómics, Diseño",,No,,Sin cargo,Diseño,,,,False,,,False
Residencia | Cross-Looking: East-West Artistic Residencies,Residencia | Cross-Looking: East-West Artistic Residencies,,https://www.artconnect.com/opportunity/d-ermwueOtQdM_9Ao-pUI,Países bajos,"April 30, 2025",Yes,"NOOR, Organ Vida International Photography Festival, and the National Gallery of Armenia ",Residencia,"April 26, 2025 10:26 PM",,No,https://www.noorimages.com/newsroom/2025/3/18/open-call-cross-looking-east-west-artistic-residencies,"Dirigido a artistas visuales residentes en Europa (fotógrafos, pintores, cineastas y otros artistas visuales basados en imágenes) en los primeros diez años de su carrera que tengan una sólida práctica artística en la narración visual con un enfoque en los enfoques contemporáneos del documental, y que aborden temas de relaciones Este-Oeste, identidad cultural y narrativas históricas. Se ofrecen cuatro residencias artísticas de 12 días en localidades culturales relevantes entre septiembre de 2025 y marzo de 2026, que incluyen Ereván, Estambul, El Cairo y Roma.","Visuales, Fotografía, Pintura, Cine, Audiovisual",,No,Fuera del Universo,Sin cargo,Música,,,,False,,,False
Residencia | Programa 2026 Artists In Residence,Residencia | Programa 2026 Artists In Residence,,https://www.artconnect.com/opportunity/bTgSZPu52siG9BtXhkL9Y,EEUU,"April 30, 2025",Yes,"Fundación Chinati, Museo en Marfa, Texas",Residencia,"April 26, 2025 10:27 PM",,No,https://chinati.org/programs/artists-in-residence/about-the-program/,"Dirigido a artistas, sin restricción geográfica, incluyendo latinoamericanos. Disciplinas: artes visuales, arte sonoro, danza, performance y video. Anualmente se alojan de cuatro a seis artistas en residencias de dos meses. Los artistas residentes reciben un apartamento en el museo, un estudio en el centro de Marfa y acceso a la colección y el archivo de Chinati. Se proporciona un estipendio de $4,000 para honorarios, viajes y materiales de arte.","Visuales, Música, Escénicas",,No,,Sin cargo,Música,4000.0,USD,4000.0,True,,,False
Convocatoria | 11th International Triennial of Stage Poster - Sofia,Convocatoria | 11th International Triennial of Stage Poster - Sofia,,https://www.onlyforartists.com/post/11th-international-triennial-of-stage-poster-sofia-1,Bulgaria,"June 6, 2025",Yes,International Triennial of Stage Poster – Sofia,Convocatoria,"April 27, 2025 11:08 PM",,No,https://poster.triennial.orbitel.bg/11th-the-international-triennial-of-stage-poster-sofia-statute/,"Dirigida a artistas de todo el mundo que crean carteles para eventos culturales escénicos. No requiere pago de participación. Las disciplinas incluyen diseño de carteles para teatro, ópera, danza, música, festivales y otras formas escénicas o visuales. Está abierta para artistas de Latinoamérica y de cualquier parte del mundo.","Diseño, Visuales",,No,,Sin cargo,Diseño,,,,False,,,False
Premio | International Busan Design Award 2025,Premio | International Busan Design Award 2025,,https://www.onlyforartists.com/post/international-busan-design-award-2025-1,Corea del Sur,"May 9, 2025",Yes,"Busan Metropolitan City, Busan Office of Education, Design Council Busan",Premio,"April 27, 2025 11:08 PM",,No,https://adp.dcb.or.kr/en/ibda/hosting-guidelines,"El Premio International Busan Design Award 2025 está dirigido a estudiantes, individuos y organizaciones. Los estudiantes y particulares pueden participar sin costo, mientras que las organizaciones deben pagar una tarifa. Incluye disciplinas como comunicación, producto, manualidades y moda. La convocatoria está abierta a participantes de todo el mundo, incluidos artistas latinos.",Diseño,,No,,Pago,Diseño,,,,False,,,False
Convocatoria | United States International Poster Biennial 2025,Convocatoria | United States International Poster Biennial 2025,,https://www.onlyforartists.com/post/united-states-international-poster-biennial-2025-2,EEUU,"May 4, 2025",Yes,United States International Poster Biennial,Convocatoria,"April 27, 2025 11:08 PM",,No,https://www.usipb.com/edition-2025,"Dirigida a a estudiantes de diseño, diseñadores gráficos, artistas, fotógrafos y comunicadores visuales de todo el mundo para presentar carteles creados entre el 1 de julio de 2023 y el 4 de mayo de 2025. Categorías: Social, Cultural, Animado y Parques Nacionales.","Diseño, Visuales",,No,,Sin cargo,Diseño,,USD,,False,,,False
"Premio |  26.ª Concurso Internacional de Composición Electroacústica, Música Viva 2025","Premio |  26.ª Concurso Internacional de Composición Electroacústica, Música Viva 2025",,https://www.misomusic.me/concurso-msica-viva-2025,Portugal,"July 31, 2025",Yes,Miso Music Portugal ,Premio,"April 28, 2025 10:46 AM",,No,https://www.misomusic.me/competitionmusicaviva,"La convocatoria está dirigida a compositores de cualquier nacionalidad y edad para presentar obras electroacústicas de entre cinco y quince minutos, destinadas a ser proyectadas exclusivamente por altavoces. Cada participante podrá enviar una única pieza inédita y no premiada, con un máximo de ocho canales. El jurado premiará una obra con 500 € y la misma será interpretada en concierto por Miso Music Loudspeakers Orchestra en el Festival Curto-Circuito, en diciembre de 2025 en Lisboa.","Música, Composición, Electroacústica",,No,,Sin cargo,Música,500.0,EUR,540.0,True,540.0,,True
Premio | 3ra. International Composition Contest for Wind Band,Premio | 3ra. International Composition Contest for Wind Band,,https://www.concours.harmonie-belfort.com/en/,Francia,"May 9, 2025",Yes,Ciudad de Belfort - The Wind Band of Belfort,Premio,"April 28, 2025 11:05 AM",,No,https://www.concours.harmonie-belfort.com/en/,"El concurso está abierto a participantes de todos los países sin límite de edad. La orquestación de la obra deberá incluir una Orquesta de Vientos y una Banda de Música Moderna (pop, jazz, latino, electro, adlib). Primer premio de 4000 €, 2do. de 2000 €, 3ero. de 1000 € y el premio del jurado: 1000 €.","Música, Composición, Vientos",,No,,Sin cargo,Música,0.0,EUR,0.0,False,,0.0,False
Fondos | BAMúsica,Fondos | BAMúsica,Destacar,https://buenosaires.gob.ar/cultura/impulso-cultural/bamusica/como-participo,Argentina,"May 12, 2025",Yes,BAMúsica - Ministerio de Cultura de la Ciudad de Buenos Aires,Fondos,"April 28, 2025 6:02 PM",,No,https://buenosaires.gob.ar/cultura/impulso-cultural/bamusica/como-participo,"Fondo con tres líneas de financiamiento: Clubes de música en vivo y/o establecimientos; Grupos de músicos estables; y Músicos solistas. Los requisitos generales son: ser mayor de edad, personas físicas o jurídicas con domicilio en CABA y encontrarse inscripto/a previamente en el Registro BAmúsica. Para Grupos de Música o Solistas se pueden presentar proyectos de producción y realización de espectáculos y/o funciones musicales en vivo, en formato presencial y/o virtual. No menciona monto máximo de subsidios. ",Música,,No,,Sin cargo,Música,,ARS,,False,,,False
Beca | Programa IBEREX de prácticas formativas para profesionales iberoamericanos del sector cultural,Beca | Programa IBEREX de prácticas formativas para profesionales iberoamericanos del sector cultural,Destacar,https://www.cceba.org.ar/formacion/20070,España,"May 26, 2025",Yes,Ministerio de Cultura de España,Beca,"April 30, 2025 3:35 PM",,No,https://www.cultura.gob.es/cultura/cooperacion/sc/becas-ayudas-subvenciones/programa-iberex.html#dg1,"Convocatoria dirigida a profesionales del sector cultural de países iberoamericanos y de territorios con reconocimiento constitucional del español, que ofrece 26 ayudas para estancias formativas en España. Las becas cubren áreas como gestión de museos, bibliotecas, archivos y desarrollo de proyectos audiovisuales, con programas no reglados impartidos por el Ministerio de Cultura y duraciones de entre 1 y 2 meses. Estas 26 ayudas se reparten en: 4 destinadas a gestión de museos y colecciones museísticas; 3 plazas destinadas a gestión bibliotecaria y patrimonio bibliográfico; 10 plazas destinadas a gestión de archivos; y 9 destinadas al curso de desarrollo de proyectos audiovisuales iberoamericanos.","Otras, Archivo, Gestión Cultural, Audiovisual, Bibliotecas",,No,,Sin cargo,Música,,EUR,,False,,,False
Convocatoria | Jóvenes Compositores 2025,Convocatoria | Jóvenes Compositores 2025,,https://www.instagram.com/p/DIuDa1UNVow/?igsh=eWZxYW1ycm9udW95,Colombia,"June 3, 2025",Yes,Banco de la República de Colombia,Convocatoria,"May 1, 2025 1:46 PM",,No,https://www.banrepcultural.org/noticias/convocatoria-jovenes-compositores-2025,"Dirigida a jóvenes compositores y compositoras colombianos/as (residentes en el país o en el exterior) y a extranjeros/as residentes en Colombia, preferiblemente estudiantes o egresados/as de programas musicales con énfasis en composición o que estén componiendo activamente. La convocatoria se divide en tres categorías según el año de nacimiento (1990-2004), y seleccionará hasta cuatro propuestas. Los/as compositores/as elegidos recibirán asesoría de Victoriano Valencia y sus obras serán interpretadas y grabadas por el ensamble CEPROMUSIC en la Biblioteca Luis Ángel Arango. Se requiere enviar una propuesta de obra escrita para entre 4 y 13 intérpretes.","Música, Composición",,No,,Sin cargo,Música,,COP,,False,,,False
Fondo | Fondo de Estímulo a la Formación y Creación Artística 2025,Fondo | Fondo de Estímulo a la Formación y Creación Artística 2025,,https://www.gub.uy/ministerio-educacion-cultura/comunicacion/noticias/fondo-estimulo-formacion-creacion-artistica-2025,Uruguay,"May 6, 2025",Yes,Ministerio de Educación y Cultura de Uruguay,Fondos,"May 1, 2025 3:43 PM",,No,https://www.gub.uy/ministerio-educacion-cultura/comunicacion/noticias/fondo-estimulo-formacion-creacion-artistica-2025,"Dirigido a artistas uruguayos/as o residentes legales definitivos/as mayores de 18 años, y otorga 60 becas en las disciplinas de artes visuales, audiovisual, danza, letras, música, teatro, arte circense y títeres. Las postulaciones se dividen en dos llamados: Eduardo Víctor Haedo (formación), con becas de $100.000 para artistas emergentes y $200.000 para profesionales, y Justino Zavala Muniz (creación), con becas de $200.000 a $300.000 según trayectoria. El objetivo es apoyar la formación y profesionalización del sector artístico en todo el país.",Multidisciplinar,,No,,Sin cargo,Otras,100000.0,UYU,2600.0,True,300000.0,,True
Apoyo | Apoyos a la internacionalización de las artes escénicas INAE,Apoyo | Apoyos a la internacionalización de las artes escénicas INAE,,https://culturaenlinea.uy/opportunity/single/1500/,Uruguay,"December 31, 2025",Yes,Instituto Nacional de Artes Escénicas (INAE) de la Dirección Nacional de Cultura de Uruguay,Apoyo,"May 1, 2025 3:50 PM",,No,https://culturaenlinea.uy/opportunity/single/1500/,"Dirigido a artistas, gestores, productores y colectivos de artes escénicas de Uruguay. Proceso para solicitar contribuciones económicas destinadas al apoyo de propuestas de artes escénicas en el exterior durante 2025, con un enfoque exclusivo en cubrir costos de traslados. Las solicitudes se recibirán de forma continua a través de la plataforma y deben presentarse con un mínimo de 8 semanas de anticipación a la actividad. Pueden postular tanto uruguayos como extranjeros con residencia legal permanente, mayores de 18 años, que representen a colectivos o instituciones del área.",Escénicas,,No,,Sin cargo,Escénicas,,UYU,,False,,,False
Convocatoria | Festa das Luzes de São Chico 2025,Convocatoria | Festa das Luzes de São Chico 2025,,https://docs.google.com/forms/d/e/1FAIpQLSeF0Izoysctk3FG2PZSmDQ9L8yxgpDKvVBNOeiD5SW0gucaEg/viewform,Brasil,"May 9, 2025",Yes,Festa das Luzes de São Chico,Convocatoria,"May 1, 2025 3:54 PM",,No,https://linktr.ee/festadasluzesoficial,"Dirigido a artistas de Brasil y de todo el mundo a presentar obras visuales en formato de video para ser proyectadas durante el festival, que se celebrará los días 16 y 17 de mayo de 2025 en São Francisco do Sul (Santa Catarina), Brasil. Pueden participar personas mayores de 18 años (o legalmente emancipadas), sin importar su nacionalidad o lugar de residencia. Se recibirán videos visuales con o sin narrativa, incluyendo abstracciones visuales, arte generativo, collage digital, animación o creaciones realizadas con inteligencia artificial. Se aceptan tanto obras nuevas creadas especialmente para el festival como trabajos existentes adaptados al formato técnico requerido.","Visuales, Cine, Video, Mapping",,No,,Sin cargo,Cine,,BRL,,False,,,False
Premio | Premio a la labor librera,Premio | Premio a la labor librera,,https://feriadeeditores.com.ar/premio-a-la-labor-librera/,Argentina,"June 6, 2025",Yes,Feria de editores,Premio,"May 1, 2025 4:20 PM",,No,https://feriadeeditores.com.ar/premio-a-la-labor-librera/,Dirigido a librerías de todo el territorio argentino con al menos un año de actividad; no requiere pago para participar. Disciplina: difusión de la literatura y labor librera. No está abierto a artistas ni librerías fuera de Argentina.,"Otras, Librerías",,No,,Sin cargo,Otras,,ARS,,False,,,False
Convocatoria | II Edición del Concurso Internacional de Videocreación ”Hablando (iA+)”,Convocatoria | II Edición del Concurso Internacional de Videocreación Hablando (iA+),,https://www.urv.cat/ca/vida-campus/art-cultura/cinema/ia/,España,"May 5, 2025",Yes,Aula de Cine y Artes Audiovisuales de la Universidad Rovira i Virgili (ACiAA),Convocatoria,"May 1, 2025 4:28 PM",,No,https://www.urv.cat/ca/vida-campus/art-cultura/cinema/ia/,"Dirigida a creadores y creadoras mayores de 18 años, de cualquier nacionalidad; no requiere pago para participar. Disciplinas: videocreación y arte audiovisual con enfoque en inteligencia artificial. Abierta a artistas de América Latina.","Otras, Video, Audiovisual",,No,,Sin cargo,Música,,EUR,,False,,,False
